reactant1,reactant2,reactants,product,products,v,logv
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OC(CCCCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OC(CCCCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCCCC)CCCCCCCCCC,3680.0,3.5658478186735176
NCCCN(CCCN)CCCCN(CCCN)CCCN,O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,NCCCN(CCCN)CCCCN(CCCN)CCCN.O=C(OCC(CCCCCCCC)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)C(CC(=O)OCC(CC)CCCC)NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(CCCCCCCC)COC(=O)CC(NCCCN(CCCCN(CCCNC(CC(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)CCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CCCCCCCC)CCCCCCCCCC)C(=O)OCC(CC)CCCC,10096.5,4.004170849612427
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OCCCC)/C=C\C(OCCCC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OCCCC)/C=C\C(OCCCC)=O,CCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCC(=O)NCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,CCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCCCC)C(=O)OCCCC)CCC(=O)NCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,182.5,2.2612628687924934
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OCC(CC)CCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,397.0,2.598790506763115
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OCCCCCCCC)/C=C\C(OCCCCCCCC)=O,CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCC(=O)NCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)CCC(=O)NCCNC(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)C(=O)OCCCCCCCC,3722.0,3.570776368794748
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OCCCCCC(C)C)/C=C\C(OCCCCCC(C)C)=O,CC(C)CCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCC(=O)NCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)CCC(=O)NCCNC(CC(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C)C(=O)OCCCCCC(C)C,748.5,2.874191804679071
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OCCCCCCCC/C=C\C/C=C\CCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C(CC(=O)OCC(CC)CCCC)NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC.CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)NCCNC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,8825.0,3.9457147140598603
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OC(CC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC.CCCCCCCCC(CC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CC)CCCCCCCC)C(=O)OCC(CC)CCCC,5199.5,3.715961582542224
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OC(CCCCCCCC)CCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCC(CCCCCCCC)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC.CCCCCCCCC(CCCCCCCC)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(CCCCCCCC)CCCCCCCC)C(=O)OCC(CC)CCCC,31281.0,4.495280628260573
O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN,O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,O=C(CCN(CCC(NCCN)=O)CCN(CCC(NCCN)=O)CCC(NCCN)=O)NCCN.O=C(OC(C)CCCCCCCCCC)/C=C\C(OCC(CCCC)CC)=O,CCCCCCCCCCC(C)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC,CCCCCCCCCCC(C)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)CC(NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCN(CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)CCC(=O)NCCNC(CC(=O)OC(C)CCCCCCCCCC)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC.CCCCCCCCCCC(C)OC(=O)C(CC(=O)OCC(CC)CCCC)NCCNC(=O)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCN(CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC)CCC(=O)NCCNC(CC(=O)OCC(CC)CCCC)C(=O)OC(C)CCCCCCCCCC,38240.0,4.582517883604062
